no,id,日期,起始时间点,结束时间点,歌曲文件名,歌曲名,原唱,版本号,版本名,时间轴,状态,歌词
476,A000477,2021.09.03,0.0,279984.0, 可惜不是你,可惜不是你,梁静茹,,,0,0,"[ti:可惜不是你]
[ar:梁静茹]
[al:丝路]
[by:]
[offset:0]
[00:00.00]可惜不是你 - 梁静茹 (Fish Leong)
[00:12.71]词：李焯雄
[00:25.42]曲：曹轩宾
[00:38.14]这一刻突然觉得好熟悉
[00:42.56]
[00:44.50]像昨天今天同时在放映
[00:49.48]
[00:51.07]我这句语气原来好像你
[00:55.23]
[00:57.53]不就是我们爱过的证据
[01:01.91]
[01:04.29]差一点骗了自己骗了你
[01:08.17]
[01:10.59]爱与被爱不一定成正比
[01:15.57]
[01:17.23]我知道被疼是一种运气
[01:22.54]
[01:23.48]但我无法完全交出自己
[01:28.62]
[01:29.80]努力为你改变
[01:31.87]却变不了预留的伏线
[01:36.18]以为在你身边那也算永远
[01:41.10]
[01:42.68]仿佛还是昨天
[01:44.82]可是昨天已非常遥远
[01:48.53]
[01:49.15]但闭上我双眼我还看得见
[01:54.98]
[01:56.36]可惜不是你
[01:59.01]
[01:59.67]陪我到最后
[02:02.41]
[02:02.92]曾一起走却走失那路口
[02:09.36]感谢那是你
[02:11.86]
[02:12.61]牵过我的手
[02:15.14]
[02:15.86]还能感受那温柔
[02:21.56]
[02:22.50]那一段我们曾心贴着心
[02:26.69]
[02:28.38]我想我更有权利关心你
[02:33.53]
[02:34.82]可能你已走进别人风景
[02:40.42]
[02:41.52]多希望也有星光的投影
[02:48.02]努力为你改变
[02:50.02]却变不了预留的伏线
[02:54.40]以为在你身边那也算永远
[03:00.14]
[03:00.77]仿佛还是昨天
[03:02.84]可是昨天已非常遥远
[03:07.21]但闭上我双眼我还看得见
[03:14.47]可惜不是你
[03:17.73]陪我到最后
[03:20.51]
[03:21.04]曾一起走却走失那路口
[03:26.91]
[03:27.42]感谢那是你
[03:30.67]牵过我的手
[03:33.92]还能感受那温柔
[03:40.48]可惜不是你
[03:42.88]
[03:43.67]陪我到最后
[03:46.86]曾一起走却走失那路口
[03:52.90]
[03:53.49]感谢那是你
[03:55.94]
[03:56.61]牵过我的手
[03:59.99]还能感受那温柔
[04:05.49]
[04:06.49]感谢那是你
[04:09.18]
[04:09.87]牵过我的手
[04:13.05]还能温暖我胸口
"
477,A000478,2021.09.03,0.0,294120.0, 在水一方,在水一方,李健,,,0,0,"[ti:在水一方]
[ar:李健]
[al:2020中国好声音 第12期]
[by:dongmei_karakal]
[offset:0]
[00:00.00]在水一方 (Live) - 李健
[00:06.29]原唱：江蕾
[00:12.58]词：琼瑶
[00:18.87]曲：林家庆
[00:25.16]绿草苍苍 白雾茫茫
[00:37.85]有位佳人 在水一方
[00:49.79]
[00:50.73]绿草萋萋 白雾迷离
[01:03.38]
[01:04.06]有位佳人 靠水而居
[01:16.67]
[01:18.25]我愿逆流而上
[01:23.32]
[01:24.57]依偎在她身旁
[01:28.78]
[01:29.95]无奈前有险滩
[01:35.20]
[01:36.26]道路又远又长
[01:42.16]
[01:43.53]我愿顺流而下
[01:47.97]
[01:49.57]找寻她的方向
[01:53.65]
[01:55.14]却见依稀仿佛
[02:00.21]
[02:01.42]她在水的中央
[02:07.95]
[03:13.92]我愿逆流而上
[03:21.14]与她轻言细语
[03:25.93]
[03:26.83]无奈前有险滩
[03:32.29]
[03:33.23]道路曲折无已
[03:39.45]
[03:40.76]我愿顺流而下
[03:46.24]
[03:47.53]找寻她的足迹
[03:52.32]
[03:53.57]却见仿佛依稀
[03:59.02]
[03:59.97]她在水中伫立
[04:06.71]
[04:11.44]绿草苍苍 白雾茫茫
[04:23.90]
[04:24.82]有位佳人 在水一方"
478,A000479,2021.09.03,0.0,203232.0, 学猫叫,学猫叫,"小潘潘（潘柚彤）,小峰峰（陈峰）",,,0,0,"[ti:学猫叫]
[ar:小潘潘/小峰峰]
[al:学猫叫]
[by:]
[offset:0]
[00:00.21]学猫叫 - 小潘潘 (GorDoN)/小峰峰 (Cheney.F)
[00:01.91]词：小峰峰
[00:02.98]曲：小峰峰
[00:03.17]编曲：吕宏斌/塞米七
[00:03.54]和声：小峰峰
[00:03.76]混音：陈秋洁
[00:03.98]制作人：小峰峰
[00:04.24]唱片：麦袭时代
[00:05.50]OP：百纳娱乐
[00:06.50]经纪：亿人传媒
[00:06.60]
[00:07.18]女：
[00:07.50]
[00:08.51]我们一起学猫叫
[00:10.40]一起喵喵喵喵喵
[00:12.51]在你面前撒个娇
[00:14.60]哎呦喵喵喵喵喵
[00:16.69]我的心脏砰砰跳
[00:18.71]迷恋上你的坏笑
[00:20.47]
[00:21.20]你不说爱我我就喵喵喵
[00:24.09]
[00:24.60]男：
[00:24.94]
[00:25.94]每天都需要你的拥抱
[00:29.03]珍惜在一起的每分每秒
[00:32.09]
[00:33.17]你对我多重要
[00:35.29]我想你比我更知道
[00:37.85]你就是我的女主角
[00:41.22]女：
[00:41.58]
[00:42.87]有时候我懒的像只猫
[00:45.77]脾气不好时又张牙舞爪
[00:48.81]
[00:49.92]你总是温柔的
[00:51.97]能把我的心融化掉
[00:54.59]我想要当你的小猫猫
[00:58.96]合：
[00:59.24]
[01:00.60]我们一起学猫叫
[01:02.59]一起喵喵喵喵喵
[01:04.66]在你面前撒个娇
[01:06.74]哎呦喵喵喵喵喵
[01:08.84]我的心脏砰砰跳
[01:10.88]迷恋上你的坏笑
[01:12.66]
[01:13.31]你不说爱我我就喵喵喵
[01:16.52]
[01:17.19]我们一起学猫叫
[01:19.26]一起喵喵喵喵喵
[01:21.33]我要穿你的外套
[01:23.42]闻你身上的味道
[01:25.53]想要变成你的猫
[01:27.61]赖在你怀里睡着
[01:29.46]
[01:30.03]每天都贪恋着你的好
[01:33.98]
[01:50.12]女：
[01:50.48]
[01:51.75]有时候我懒的像只猫
[01:54.60]脾气不好时又张牙舞爪
[01:58.08]
[01:58.74]你总是温柔的
[02:00.78]能把我的心融化掉
[02:03.47]我想要当你的小猫猫
[02:07.95]合：
[02:08.27]
[02:09.54]我们一起学猫叫
[02:11.45]一起喵喵喵喵喵
[02:13.48]在你面前撒个娇
[02:15.55]哎呦喵喵喵喵喵
[02:17.67]我的心脏砰砰跳
[02:19.69]迷恋上你的坏笑
[02:21.49]
[02:22.18]你不说爱我我就喵喵喵
[02:25.48]
[02:26.07]我们一起学猫叫
[02:28.10]一起喵喵喵喵喵
[02:30.19]我要穿你的外套
[02:32.24]闻你身上的味道
[02:34.39]想要变成你的猫
[02:36.45]赖在你怀里睡着
[02:38.23]
[02:38.84]每天都贪恋着你的好
[02:42.97]我们一起学猫叫
[02:44.85]一起喵喵喵喵喵
[02:46.87]在你面前撒个娇
[02:48.95]哎呦喵喵喵喵喵
[02:51.10]我的心脏砰砰跳
[02:53.12]迷恋上你的坏笑
[02:55.66]你不说爱我我就喵喵喵
[02:58.92]
[02:59.53]我们一起学猫叫
[03:01.54]一起喵喵喵喵喵
[03:03.62]我要穿你的外套
[03:05.70]闻你身上的味道
[03:07.76]想要变成你的猫
[03:09.83]赖在你怀里睡着
[03:12.33]每天都贪恋着你的好"
479,A000480,2021.09.03,0.0,168480.0, 彩虹的微笑 3.0,彩虹的微笑,王心凌,3.0,,0,0,"[ti:彩虹的微笑 (《微笑pasta》电视剧片头曲)]
[ar:王心凌]
[al:微笑Pasta 电视剧原声带]
[by:]
[offset:0]
[00:00.00]彩虹的微笑 - 王心凌 (Cyndi Wang)
[00:05.71]词：左克蕙
[00:11.42]曲：Petty Norma/Holly Buddy Charles
[00:17.13]编曲：吕绍淳
[00:22.85]天空是绵绵的糖
[00:26.12]
[00:26.71]就算塌下来又怎样
[00:29.91]
[00:30.54]深呼吸甩开悲伤
[00:33.63]
[00:34.39]生气像爆炸就大声唱
[00:37.12]
[00:37.68]爱很easy 很easy ye
[00:41.42]心情很easy 很easy 喔
[00:45.27]梦很easy 很easy ye
[00:48.55]
[00:49.39]笑一笑没什么大不了 喔
[00:53.39]雨下再大又怎样
[00:56.50]
[00:57.17]干脆开心的淋一场
[01:00.39]
[01:16.34]彩虹是微笑的脸
[01:19.52]
[01:20.11]难过就抬起头大声唱
[01:23.39]爱很easy 很easy ye
[01:26.96]心情很easy 很easy 喔
[01:31.00]梦很easy 很easy ye
[01:34.49]
[01:35.04]笑一笑没什么大不了 喔
[01:39.04]天空是绵绵的糖
[01:42.33]
[01:42.92]就算塌下来又怎样
[01:46.08]
[01:46.70]雨下再大又怎样
[01:49.89]
[01:50.48]干脆开心的淋一场
[01:53.44]
[01:55.38]Easy easy
[01:56.14]
[01:57.22]Easy easy
[01:57.99]
[01:58.94]Easy easy
[01:59.68]
[02:00.86]Easy easy
[02:01.63]
[02:09.02]爱很easy 很easy ye
[02:12.64]心情很easy 很easy 喔
[02:16.18]
[02:16.69]梦很easy 很easy ye
[02:20.13]
[02:20.79]笑一笑没什么大不了 喔
[02:24.76]天空是绵绵的糖
[02:28.06]
[02:28.60]就算塌下来又怎样
[02:31.79]
[02:32.38]雨下再大又怎样
[02:35.65]
[02:36.22]干脆开心的淋一场
[02:39.40]
[02:40.03]彩虹是微笑的脸
[02:43.23]
[02:43.87]悲伤bye bye 快乐不需要理由"
480,A000481,2021.09.03,0.0,139920.0, 想去海边,想去海边,TF家族三代练习生,,,0,3,
481,A000482,2021.09.03,0.0,253392.0, 烟雨行舟 2.0,烟雨行舟,司南,2.0,,0,0,"[ti:烟雨行舟]
[ar:司南]
[al:烟雨行舟]
[by:]
[offset:0]
[00:00.00]烟雨行舟 - 司南
[00:09.47]词：Bye【清禾音社】
[00:18.94]曲：Bye【清禾音社】
[00:28.41]编曲：Bye【清禾音社】
[00:37.88]烟雨入江南
[00:40.18]山水如墨染
[00:42.90]宛若丹青未干
[00:45.37]提笔然 点欲穿
[00:48.22]行舟临秀川
[00:50.79]画鷁推清澜
[00:53.99]缱绻怡然
[00:58.91]天色沉靛蓝
[01:01.57]波光似锦缎
[01:04.26]缀着零星白帆
[01:06.74]诗情满 千卷难
[01:09.58]渔舟齐桅杆
[01:12.25]鸳鸯凭舷栏
[01:15.30]琴瑟相伴
[01:21.05]一叶轻船
[01:23.46]一双桨悠懒
[01:26.18]一绵江风微拂素罗衫
[01:31.84]渔火点点聚散
[01:34.23]欸乃声声浅淡
[01:37.04]天近晚
[01:38.41]炊烟袅飘沿斑
[01:42.37]一叶轻船
[01:44.82]一双人倚揽
[01:47.55]一曲烟雨行舟太缓慢
[01:53.04]执手相看
[01:55.51]把酒当歌言欢
[01:58.64]红尘路漫漫
[02:02.05]愿今生与你共览
[02:51.30]暮霭渐褪暗
[02:52.97]
[02:53.56]胭脂余味淡
[02:55.56]
[02:56.34]我支着竹绢伞
[02:58.70]你闲摆花团扇
[03:01.59]浪儿晃曳慢
[03:03.70]
[03:04.28]夜垂云流缓
[03:07.49]且吟且谈
[03:10.26]
[03:13.04]一叶轻船
[03:15.50]一双桨悠懒
[03:18.30]一绵江风微拂素罗衫
[03:22.33]
[03:23.68]渔火点点聚散
[03:25.72]
[03:26.33]欸乃声声浅淡
[03:29.00]天近晚
[03:30.68]炊烟袅飘沿斑
[03:33.47]
[03:34.29]一叶轻船
[03:36.69]一双人倚揽
[03:39.02]
[03:39.58]一曲烟雨行舟太缓慢
[03:43.97]
[03:44.98]执手相看
[03:47.34]把酒当歌言欢
[03:49.98]
[03:50.61]红尘路漫漫
[03:54.01]欲今生与你共览
[03:56.31]一叶轻船
[03:58.02]一双月对半
[04:00.89]一帘清梦幽幽醉阑珊
[04:05.13]
[04:06.18]移舟靠岸
[04:08.28]
[04:09.01]案前惟剩空盏
[04:11.27]
[04:11.97]莫怨良辰短
[04:15.29]曲终了韵意未完"
482,A000483,2021.09.04,0.0,196416.0, 改变自己,改变自己,王力宏,,,0,0,"[ti:改变自己]
[ar:王力宏]
[al:改变自己]
[by:]
[offset:0]
[00:00.00]改变自己 - 王力宏 (Leehom Wang)
[00:06.59]词：王力宏
[00:13.19]曲：王力宏
[00:19.79]今早起床了
[00:22.19]看镜子里的我
[00:24.66]忽然发现我发型
[00:26.51]睡得有点kuso
[00:29.10]一点点改变
[00:31.38]有很大的差别
[00:33.73]你我的力量
[00:35.14]也能改变世界
[00:38.17]最近比较烦
[00:40.61]最近情绪很down
[00:43.02]每天看新闻
[00:44.53]都会很想大声尖叫
[00:47.54]但脏话没用
[00:49.65]大家只会嫌凶
[00:52.13]我改变自己
[00:53.52]发现大有不同
[00:56.52]新一代的朋友
[00:58.57]我们好好地加油
[01:00.90]大家一起大声地说
[01:03.51]Na na na na na
[01:05.59]Na na na na na
[01:07.04]我可以改变世界
[01:09.88]改变自己
[01:12.20]改变隔膜
[01:14.55]改变小气
[01:16.38]要一直 努力 努力
[01:19.13]永不放弃
[01:20.94]才可以改变世界
[01:23.47]Come on 改变自己
[01:31.09]今早起床了
[01:33.35]觉得头有点痛
[01:35.95]可能是二氧化碳太多
[01:38.55]氧气不够
[01:40.37]一点点改变
[01:42.58]有很大的差别
[01:44.97]你我的热情
[01:46.58]也能改变世界
[01:49.66]只能代表自己
[01:51.99]没有政治立场
[01:54.19]即使这世界
[01:55.77]让我看得十分紧张
[01:58.83]要调整自己
[02:03.39]没想到一点
[02:04.98]就能画龙点睛
[02:07.63]新一代的朋友
[02:09.70]我们好好地加油
[02:12.04]大家一起大声地说
[02:14.66]Na na na na na
[02:16.86]Na na na na na
[02:18.52]我可以改变世界
[02:21.07]改变自己
[02:23.65]改变隔膜
[02:25.60]改变小气
[02:27.58]要一直 努力 努力
[02:30.28]永不放弃
[02:32.14]才可以改变世界
[02:34.58]Come on 改变自己
[02:55.03]我可以改变世界
[02:57.80]改变自己
[03:00.11]改变隔膜
[03:02.39]改变小气
[03:04.26]要一直 努力 努力
[03:06.98]永不放弃
[03:08.87]才可以改变世界
[03:11.43]Come on 改变自己"
483,A000484,2021.09.05,0.0,168480.0, 五环之歌,五环之歌,"岳云鹏,MC HotDog 热狗",,,0,0,"[ti:五环之歌]
[ar:岳云鹏,MC HotDog  ]
[al:]
[by:]
[offset:0]
[00:00.00]五环之歌 - 岳云鹏/MC HotDog 热狗 (姚中仁)
[00:01.10]词：岳云鹏
[00:02.20]曲：唐诃/吕远
[00:03.30]MC HotDog：我把车子开上五环
[00:04.40]我把车子开上五环
[00:06.33]
[00:06.97]快点把车子开上五环
[00:09.16]什么都不管
[00:10.26]我就是要上五环
[00:11.49]岳云鹏：啊 五环 你比四环多一环
[00:21.03]Fifth Ring
[00:22.71]啊 五环 你比六环少一环
[00:31.35]I'm driving on the fifth ring
[00:33.76]终于有一天  你会修到七环
[00:44.53]修到七环怎么办
[00:50.07]你比五环多两环
[00:55.43]MC HotDog：车一直塞 表情痴呆
[00:58.82]早就习惯漫无目的一直开
[01:01.42]那五环依然那么自在
[01:03.26]它一直在
[01:04.22]腐烂的喇叭声
[01:05.36]苦难的师傅一直唉
[01:07.22]北京的 style
[01:08.17]在上下班 车子一直排
[01:10.00]为了生活 为了梦想 为了放假单
[01:12.49]或许有天 我们必须要去 那八环
[01:15.50]Rest in peace
[01:16.11]北京的交通 我为你放花篮
[01:17.91]岳云鹏：啊 五环  你比四环多一环
[01:27.12]Fifth Ring
[01:28.76]啊 五环 你比六环少一环
[01:37.70]I'm driving on the fifth ring
[01:40.00]终于有一天  你会修到七环
[01:50.69]修到七环怎么办
[01:56.19]你比五环多两环
[02:00.75]MC HotDog：多少人明知山有虎
[02:02.90]却偏向虎山行
[02:04.26]我明明知道五环堵
[02:05.79]这条回家路 祸不单行
[02:07.57]要塞啊 就塞啊 哼 我不担心
[02:09.91]一辈子没有洗过车
[02:11.48]我车子不干净
[02:12.99]这烟抽的看起来多淡定
[02:15.47]这边苦苦的笑容呢
[02:16.91]吐出了叹气
[02:17.96]你还想看什么戏
[02:19.43]在车上乖乖吃着你的煎饼
[02:21.41]快点上五环
[02:22.41]因为或许先上先赢
[02:24.38]我把车子开上五环
[02:26.36]
[02:26.90]我把车子开上五环
[02:29.31]
[02:29.83]快点把车子开上五环
[02:31.72]
[02:32.35]什么都不管
[02:33.63]我就是要上五环
[02:35.35]
[02:36.16]五环五环
[02:38.03]
[02:39.39]五环五环
[02:40.74]
[02:41.71]这是五环五环
[02:43.59]什么都不管
[02:44.58]我现在就上五环"
484,A000485,2021.09.08,0.0,106680.0, Butterfly,Butterfly,Deep House,,,0,0,[00:00:00]此歌曲为没有填词的纯音乐，请您欣赏
485,A000486,2021.09.08,0.0,265584.0, 化身孤岛的鲸,化身孤岛的鲸,周深,,,0,0,"[ti:化身孤岛的鲸]
[ar:周深]
[al:化身孤岛的鲸]
[by:]
[offset:0]
[00:00.00]化身孤岛的鲸 - 周深
[00:01.06]词：沃特艾文儿
[00:02.13]曲：徐浩
[00:03.19]编曲：唐汉霄
[00:04.26]制作人：唐汉霄
[00:05.32]配唱制作人：徐威
[00:06.39]弦乐编配：欧阳菁宇
[00:07.45]和声编配录制：杨子轩
[00:08.52]人声录音棚：V-Studio
[00:09.58]混音/母带：周天澈
[00:10.65]出品：周深工作室
[00:11.72]我是只化身孤岛的蓝鲸
[00:14.62]有着最巨大的身影
[00:18.29]
[00:19.13]鱼虾在身侧穿行
[00:22.51]
[00:23.38]也有飞鸟在背上停
[00:27.78]
[00:28.53]我路过太多太美的奇景
[00:31.64]如同伊甸般的仙境
[00:35.50]
[00:36.25]而大海太平太静
[00:39.84]
[00:40.43]多少故事无人倾听
[00:44.42]
[00:44.99]我爱地中海的天晴
[00:48.50]
[00:49.13]爱西伯利亚的雪景
[00:52.66]爱万丈高空的鹰
[00:54.73]爱肚皮下的藻荇
[00:57.65]我在尽心尽力地多情
[01:01.25]直到那一天
[01:04.61]
[01:05.76]你的衣衫破旧
[01:07.89]而歌声却温柔
[01:09.92]陪我漫无目的的四处漂流
[01:14.00]我的背脊如荒丘
[01:16.23]而你却微笑摆首
[01:19.05]把它当成整个宇宙
[01:22.76]你与太阳挥手
[01:25.00]也同海鸥问候
[01:27.13]陪我爱天爱地的四处风流
[01:31.13]只是遗憾你终究
[01:33.26]无法躺在我胸口
[01:36.17]欣赏夜空最辽阔的不朽
[01:39.65]把星子放入眸
[01:44.41]
[01:50.10]我是只化身孤岛的蓝鲸
[01:53.18]有着最巨大的身影
[01:56.61]
[01:57.64]鱼虾在身侧穿行
[02:01.29]
[02:01.91]也有飞鸟在背上停
[02:07.05]我有着太冷太清的天性
[02:10.25]对天上的她动过情
[02:13.89]
[02:14.74]而云朵太远太轻
[02:18.61]
[02:19.16]辗转之后各安天命
[02:23.38]我未入过繁华之境
[02:27.66]未听过喧嚣的声音
[02:31.19]未见过太多生灵
[02:33.36]未有过滚烫心情
[02:36.25]所以也未觉大洋正中
[02:39.78]有多么安静
[02:44.23]你的衣衫破旧
[02:46.34]而歌声却温柔
[02:48.51]陪我漫无目的的四处漂流
[02:52.60]我的背脊如荒丘
[02:54.77]而你却微笑摆首
[02:57.67]把它当成整个宇宙
[03:01.32]你与太阳挥手
[03:03.48]也同海鸥问候
[03:05.73]陪我爱天爱地的四处风流
[03:09.66]只是遗憾你终究
[03:11.98]无法躺在我胸口
[03:14.76]欣赏夜空最辽阔的不朽
[03:18.33]把星子放入眸
[03:24.39]
[03:27.37]你的指尖轻柔
[03:29.19]抚摸过我所有
[03:31.39]风浪冲撞出的丑陋疮口
[03:35.46]你眼中有春与秋
[03:37.77]胜过我见过爱过
[03:40.49]的一切山川与河流
[03:44.18]曾以为我肩头
[03:46.34]是那么的宽厚
[03:48.52]足够撑起海底那座琼楼
[03:52.54]而在你到来之后
[03:54.72]它显得如此清瘦
[03:57.66]我想给你能奔跑的岸头
[04:04.59]
[04:05.53]让你如同王后"
486,A000487,2021.09.08,0.0,262680.0, 多想在平庸的生活拥抱你,多想在平庸的生活拥抱你,隔壁老樊,,,0,0,"[ti:多想在平庸的生活拥抱你]
[ar:隔壁老樊 樊凯杰]
[al:]
[by:v_yyccchen]
[offset:0]
[00:00.00]多想在平庸的生活拥抱你 (Live) - 隔壁老樊
[00:01.29]词：隔壁老樊
[00:02.59]曲：隔壁老樊
[00:03.89]编曲：杨子轩/徐铭轩/黄超
[00:05.19]音乐总监：金志文
[00:06.49]现场调音：周晓飞/杨川川
[00:07.78]混音：入耳工作坊
[00:09.08]制作人：段小林
[00:10.38]吉他：张凇/董珂铭
[00:11.68]贝斯：郑旭东
[00:12.98]钢琴：李言
[00:14.27]键盘PGM：王义雄
[00:15.57]鼓：尹森
[00:16.87]现场录音：孙梓滔
[00:18.18]世界上有很多的东西
[00:22.05]你生不带来死不带去
[00:24.31]
[00:26.45]你能带走的只有自己和自己的脾气
[00:32.90]
[00:34.63]你曾拥有最美的爱情
[00:37.85]
[00:38.36]你听过最美的旋律
[00:41.08]
[00:42.92]触摸过一个人孤独的恐惧
[00:46.58]也看到过最美的风景
[00:49.25]
[00:53.80]我跌跌撞撞奔向你
[00:58.28]
[01:00.96]你也不能一个人离去
[01:05.28]
[01:09.04]我们在一起说过
[01:12.08]
[01:13.12]无论如何一起经历了风雨
[01:16.79]
[01:18.22]平平淡淡安安静静地老去
[01:57.70]
[01:59.57]世界上有很多的东西
[02:03.30]你生不带来死不带去
[02:05.62]
[02:07.81]你能带走的只有自己和自己的脾气
[02:13.56]
[02:16.02]你曾拥有最美的爱情
[02:19.13]
[02:19.69]你听过最美的旋律
[02:22.55]
[02:24.32]触摸过一个人孤独的恐惧
[02:27.95]也看到过最美的风景
[02:30.67]
[02:34.76]我跌跌撞撞奔向你
[02:40.92]
[02:42.30]你也不能一个人离去
[02:47.79]
[02:50.43]我们在一起说过
[02:53.85]
[02:54.44]无论如何一起经历了风雨
[02:59.02]
[02:59.78]平平淡淡安安静静地老去
[03:04.29]
[03:40.27]我们拼命的相拥 不给孤独留余地
[03:47.72]
[03:48.88]无力 是我们最后难免的结局
[03:55.23]
[03:57.30]无力 是我们最后难免的结局"
487,A000488,2021.09.08,0.0,244392.0, 小手拉大手 4.0,小手拉大手,梁静茹,4.0,,0,0,"[ti:小手拉大手]
[ar:梁静茹]
[al:亲亲]
[by:]
[offset:0]
[00:00.00]小手拉大手 - 梁静茹 (Fish Leong)
[00:02.11]词：陈绮贞
[00:04.23]曲：过亚弥乃
[00:06.34]编曲：陈建骐
[00:08.46]还记得那场音乐会的烟火
[00:11.96]还记得那个凉凉的深秋
[00:15.72]还记得人潮把你推向了我
[00:19.30]游乐园拥挤的正是时候
[00:23.04]一个夜晚坚持不睡的等候
[00:26.80]一起泡温泉奢侈的享受
[00:30.44]有一次日记里愚蠢的困惑
[00:34.06]因为你的微笑幻化成风
[00:37.78]你大大的勇敢保护着我
[00:41.50]我小小的关怀喋喋不休
[00:45.14]感谢我们一起走了那么久
[00:48.81]又再一次回到凉凉深秋
[00:52.51]给你我的手
[00:54.28]像温柔野兽
[00:56.16]把自由交给草原的辽阔
[01:00.40]我们小手拉大手
[01:02.93]一起郊游
[01:04.58]今天别想太多
[01:07.25]你是我的梦
[01:09.13]像北方的风
[01:10.94]吹着南方暖洋洋的哀愁
[01:15.17]我们小手拉大手
[01:17.69]今天加油向昨天挥挥手
[01:24.10]还记得那场音乐会的烟火
[01:27.52]还记得那个凉凉的深秋
[01:31.34]还记得人潮把你推向了我
[01:34.92]游乐园拥挤的正是时候
[01:38.67]一个夜晚坚持不睡的等候
[01:42.33]一起泡温泉奢侈的享受
[01:46.07]有一次日记里愚蠢的困惑
[01:49.71]因为你的微笑幻化成风
[01:53.39]你大大的勇敢保护着我
[01:57.17]我小小的关怀喋喋不休
[02:00.75]感谢我们一起走了那么久
[02:04.61]又再一次回到凉凉深秋
[02:08.30]给你我的手
[02:10.06]像温柔野兽
[02:11.96]我们一直就这样向前走
[02:16.06]我们小手拉大手
[02:18.59]一起郊游
[02:20.27]今天别想太多
[02:23.01]你是我的梦
[02:24.85]像北方的风
[02:26.78]吹着南方暖洋洋的哀愁
[02:30.80]我们小手拉大手
[02:33.32]今天加油向昨天挥挥手
[02:45.90]Lalala
[02:58.31]给你我的手
[03:00.04]像温柔野兽
[03:01.83]我们一直就这样向前走
[03:05.96]我们小手拉大手
[03:08.40]一起郊游
[03:10.17]今天别想太多
[03:12.86]Lalalalala
[03:14.62]像北方的风
[03:16.55]吹着南方暖洋洋的哀愁
[03:20.73]我们小手拉大手
[03:23.14]今天加油向昨天挥挥手
[03:28.06]我们小手拉大手
[03:30.31]今天为我加油
[03:32.28]舍不得挥挥手"
488,A000489,2021.09.08,0.0,154392.0, 我要你 2.0,我要你,任素汐,2.0,,0,0,"[ti:我要你 (《驴得水》电影主题曲)]
[ar:任素汐]
[al:我要你]
[by:]
[offset:0]
[00:00.00]我要你 - 任素汐
[00:00.57]词：樊冲
[00:01.14]曲：樊冲
[00:01.71]我要 你在我身旁
[00:06.71]
[00:08.55]我要 你为我梳妆
[00:14.16]
[00:15.26]这夜的风儿吹
[00:17.73]
[00:18.62]吹得心痒痒 我的情郎
[00:22.46]我在他乡 望着月亮
[00:28.60]
[00:29.80]都怪这月色 撩人的风光
[00:35.95]
[00:37.01]都怪这 guitar 弹得太凄凉
[00:43.20]
[00:44.31]哦 我要唱着歌
[00:46.81]
[00:47.59]默默把你想 我的情郎
[00:51.56]你在何方 眼看天亮
[00:57.73]
[01:13.24]都怪这夜色 撩人的风光
[01:19.43]
[01:20.64]都怪这guitar 弹得太凄凉
[01:26.97]
[01:27.95]哦 我要唱着歌
[01:30.52]
[01:31.37]默默把你想 我的情郎
[01:34.70]
[01:35.21]你在何方 眼看天亮
[01:41.47]
[01:42.81]我要 美丽的衣裳
[01:48.30]
[01:50.38]为你 对镜贴花黄
[01:55.81]
[01:57.04]这夜色太紧张
[01:59.74]
[02:00.38]时间太漫长 我的情郎
[02:04.36]我在他乡 望着月亮"
